First,Team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos
Loser,Butler,0.578,0.606,0.571,17,13.4,6.3,1.085,115.8,0.998,97.9,0.087,17.9,79.1,72.8,6.3,1.137,1.115,0.022,0.472,0.45,0.022,0.356,0.771,0.51,0.092,0.153,0.194,0.041,0.053,0.25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos
Winner,Villanova,0.6599,0.882,0.5,6,24.2,16.2,1.197,127.4,0.975,96,0.222,31.4,87.1,70.9,16.2,1.246,1.05,0.196,0.504,0.434,0.07,0.398,0.771,0.521,0.092,0.142,0.18,0.038,0.066,0.218
Loser,West Virginia,0.5942,0.706,0.571,4,17.6,10.6,1.103,119.2,0.956,97.4,0.147,21.8,79.6,69,10.6,1.083,1.077,0.006,0.434,0.425,0.009,0.353,0.766,0.524,0.111,0.157,0.229,0.072,0.099,0.295
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos
Winner,Texas Tech,0.5983,0.727,0.625,11,16.6,10.5,1.067,114,0.917,92.1,0.15,21.9,75.2,64.7,10.5,1.121,1.016,0.105,0.464,0.403,0.061,0.366,0.701,0.53,0.105,0.177,0.214,0.037,0.075,0.257
Loser,Purdue,0.6233,0.824,0.545,12,14.3,15.5,1.16,123.2,0.938,96.6,0.222,26.6,81.1,65.6,15.5,1.222,0.987,0.235,0.497,0.41,0.087,0.42,0.743,0.518,0.083,0.153,0.173,0.02,0.084,0.222
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos
Winner,Villanova,0.6599,0.882,0.5,6,24.2,16.2,1.197,127.4,0.975,96,0.222,31.4,87.1,70.9,16.2,1.246,1.05,0.196,0.504,0.434,0.07,0.398,0.771,0.521,0.092,0.142,0.18,0.038,0.066,0.218
Loser,Texas Tech,0.5983,0.727,0.625,11,16.6,10.5,1.067,114,0.917,92.1,0.15,21.9,75.2,64.7,10.5,1.121,1.016,0.105,0.464,0.403,0.061,0.366,0.701,0.53,0.105,0.177,0.214,0.037,0.075,0.257
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos
Winner,Kansas,0.6381,0.794,0.8,3,19.7,10.6,1.137,120.9,0.99,97.7,0.147,23.2,81.5,70.9,10.6,1.197,1.028,0.169,0.498,0.422,0.076,0.403,0.701,0.5,0.092,0.163,0.181,0.018,0.068,0.213
Loser,Penn,0.5231,0.733,0.778,157,7.1,6.1,1.035,103.6,0.952,99.9,0.083,3.7,75.7,69.6,6.1,1.106,1.02,0.086,0.458,0.421,0.037,0.347,0.663,0.51,0.08,0.164,0.169,0.005,0.047,0.239
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos
Winner,Seton Hall,0.5902,0.656,0.444,23,12.8,5.7,1.081,116.3,1.003,99,0.078,17.3,79,73.3,5.7,1.114,1.063,0.051,0.469,0.437,0.032,0.364,0.693,0.53,0.086,0.175,0.175,0,0.058,0.242
Loser,NC State,0.5642,0.656,0.444,53,14.8,6.8,1.096,116.4,1.005,101.3,0.091,15.1,81.2,74.5,6.7,1.123,1.089,0.034,0.47,0.465,0.005,0.372,0.701,0.504,0.101,0.164,0.202,0.038,0.064,0.244
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos
Winner,Clemson,0.6199,0.719,0.667,25,13.9,7.5,1.06,113.8,0.952,93.5,0.108,20.3,73.3,65.8,7.5,1.13,1.012,0.118,0.453,0.41,0.043,0.366,0.757,0.515,0.082,0.175,0.173,-0.002,0.084,0.231
Loser,New Mexico State,0.5775,0.833,0.75,121,5.6,10.9,1.061,108.5,0.909,94.9,0.152,13.6,75.6,64.7,10.9,1.075,0.994,0.081,0.457,0.398,0.059,0.34,0.643,0.557,0.078,0.172,0.19,0.018,0.053,0.255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos
Winner,Auburn,0.6177,0.781,0.5,43,13.2,10.1,1.113,118.2,0.979,97.6,0.134,20.6,83.4,73.3,10.1,1.134,1.073,0.061,0.439,0.425,0.014,0.366,0.786,0.522,0.099,0.164,0.204,0.04,0.094,0.265
Loser,Charleston,0.5645,0.774,0.667,162,7.4,5.4,1.096,109.9,1.017,105.2,0.079,4.7,75.2,69.8,5.4,1.139,1.08,0.059,0.46,0.438,0.022,0.363,0.768,0.493,0.078,0.144,0.175,0.031,0.065,0.243
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos
Winner,Syracuse,0.5772,0.606,0.444,49,10.3,3,1.002,107.7,0.957,94.1,0.045,13.6,67.5,64.5,3,1.042,1.017,0.025,0.418,0.396,0.022,0.321,0.74,0.532,0.107,0.186,0.191,0.005,0.064,0.242
Loser,TCU,0.5981,0.656,0.333,18,14.9,7.1,1.135,120.6,1.036,101.7,0.099,18.9,83,75.9,7.1,1.187,1.116,0.071,0.499,0.459,0.04,0.4,0.708,0.547,0.09,0.174,0.172,-0.002,0.061,0.23
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos
Winner,Michigan State,0.6153,0.879,1,20,18.3,16.2,1.154,120,0.923,93.6,0.231,26.4,81,64.8,16.2,1.218,0.934,0.284,0.504,0.366,0.138,0.413,0.751,0.574,0.058,0.188,0.142,-0.046,0.121,0.257
Loser,Bucknell,0.5515,0.735,0.6,120,9.5,8.3,1.081,109.2,0.971,102.4,0.11,6.8,81.1,72.9,8.2,1.151,1.024,0.127,0.472,0.423,0.049,0.343,0.717,0.511,0.075,0.168,0.168,0,0.073,0.248
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos
Winner,Rhode Island,0.6161,0.806,0.556,76,10.2,8.3,1.076,111.7,0.959,97.3,0.117,14.4,76.2,67.9,8.3,1.088,1.09,-0.002,0.459,0.451,0.008,0.35,0.707,0.505,0.106,0.151,0.224,0.073,0.066,0.269
Loser,Oklahoma,0.5719,0.581,0.625,10,6.1,3.5,1.081,115.1,1.036,100.7,0.045,14.4,85.2,81.6,3.6,1.145,1.074,0.071,0.464,0.445,0.019,0.363,0.748,0.495,0.084,0.169,0.167,-0.002,0.07,0.218
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos
Winner,Duke,0.638,0.788,0.143,2,23.6,15.1,1.158,122.6,0.952,93.5,0.206,29.1,84.7,69.6,15.1,1.173,0.98,0.193,0.493,0.401,0.092,0.378,0.708,0.562,0.103,0.172,0.164,-0.008,0.083,0.213
Loser,Iona,0.5299,0.606,0.571,140,2.1,3.7,1.076,110.3,1.027,107.4,0.049,2.9,79.8,76.2,3.6,1.142,1.085,0.057,0.462,0.458,0.004,0.388,0.739,0.474,0.092,0.157,0.185,0.028,0.05,0.233
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos
Winner,Kansas,0.6381,0.794,0.8,3,19.7,10.6,1.137,120.9,0.99,97.7,0.147,23.2,81.5,70.9,10.6,1.197,1.028,0.169,0.498,0.422,0.076,0.403,0.701,0.5,0.092,0.163,0.181,0.018,0.068,0.213
Loser,Seton Hall,0.5902,0.656,0.444,23,12.8,5.7,1.081,116.3,1.003,99,0.078,17.3,79,73.3,5.7,1.114,1.063,0.051,0.469,0.437,0.032,0.364,0.693,0.53,0.086,0.175,0.175,0,0.058,0.242
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos
Winner,Clemson,0.6199,0.719,0.667,25,13.9,7.5,1.06,113.8,0.952,93.5,0.108,20.3,73.3,65.8,7.5,1.13,1.012,0.118,0.453,0.41,0.043,0.366,0.757,0.515,0.082,0.175,0.173,-0.002,0.084,0.231
Loser,Auburn,0.6177,0.781,0.5,43,13.2,10.1,1.113,118.2,0.979,97.6,0.134,20.6,83.4,73.3,10.1,1.134,1.073,0.061,0.439,0.425,0.014,0.366,0.786,0.522,0.099,0.164,0.204,0.04,0.094,0.265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos
Winner,Syracuse,0.5772,0.606,0.444,49,10.3,3,1.002,107.7,0.957,94.1,0.045,13.6,67.5,64.5,3,1.042,1.017,0.025,0.418,0.396,0.022,0.321,0.74,0.532,0.107,0.186,0.191,0.005,0.064,0.242
Loser,Michigan State,0.6153,0.879,1,20,18.3,16.2,1.154,120,0.923,93.6,0.231,26.4,81,64.8,16.2,1.218,0.934,0.284,0.504,0.366,0.138,0.413,0.751,0.574,0.058,0.188,0.142,-0.046,0.121,0.257
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos
Winner,Duke,0.638,0.788,0.143,2,23.6,15.1,1.158,122.6,0.952,93.5,0.206,29.1,84.7,69.6,15.1,1.173,0.98,0.193,0.493,0.401,0.092,0.378,0.708,0.562,0.103,0.172,0.164,-0.008,0.083,0.213
Loser,Rhode Island,0.6161,0.806,0.556,76,10.2,8.3,1.076,111.7,0.959,97.3,0.117,14.4,76.2,67.9,8.3,1.088,1.09,-0.002,0.459,0.451,0.008,0.35,0.707,0.505,0.106,0.151,0.224,0.073,0.066,0.269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos
Winner,Kansas,0.6381,0.794,0.8,3,19.7,10.6,1.137,120.9,0.99,97.7,0.147,23.2,81.5,70.9,10.6,1.197,1.028,0.169,0.498,0.422,0.076,0.403,0.701,0.5,0.092,0.163,0.181,0.018,0.068,0.213
Loser,Clemson,0.6199,0.719,0.667,25,13.9,7.5,1.06,113.8,0.952,93.5,0.108,20.3,73.3,65.8,7.5,1.13,1.012,0.118,0.453,0.41,0.043,0.366,0.757,0.515,0.082,0.175,0.173,-0.002,0.084,0.231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos
Winner,Duke,0.638,0.788,0.143,2,23.6,15.1,1.158,122.6,0.952,93.5,0.206,29.1,84.7,69.6,15.1,1.173,0.98,0.193,0.493,0.401,0.092,0.378,0.708,0.562,0.103,0.172,0.164,-0.008,0.083,0.213
Loser,Syracuse,0.5772,0.606,0.444,49,10.3,3,1.002,107.7,0.957,94.1,0.045,13.6,67.5,64.5,3,1.042,1.017,0.025,0.418,0.396,0.022,0.321,0.74,0.532,0.107,0.186,0.191,0.005,0.064,0.242
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos
Winner,Kansas,0.6381,0.794,0.8,3,19.7,10.6,1.137,120.9,0.99,97.7,0.147,23.2,81.5,70.9,10.6,1.197,1.028,0.169,0.498,0.422,0.076,0.403,0.701,0.5,0.092,0.163,0.181,0.018,0.068,0.213
Loser,Duke,0.638,0.788,0.143,2,23.6,15.1,1.158,122.6,0.952,93.5,0.206,29.1,84.7,69.6,15.1,1.173,0.98,0.193,0.493,0.401,0.092,0.378,0.708,0.562,0.103,0.172,0.164,-0.008,0.083,0.213
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos
Winner,Michigan,0.6172,0.794,0.4,15,23.5,10.1,1.093,115.9,0.943,92.7,0.15,23.2,73.6,63.5,10.1,1.125,1.034,0.091,0.466,0.432,0.034,0.363,0.657,0.506,0.092,0.136,0.191,0.055,0.057,0.233
Loser,Loyola Chicago,0.5952,0.844,0.5,110,11.9,9.7,1.071,111.3,0.927,96.2,0.144,15.1,71.7,62,9.7,1.206,1.003,0.203,0.506,0.413,0.093,0.4,0.725,0.509,0.099,0.185,0.197,0.012,0.043,0.209
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos
Winner,Villanova,0.6599,0.882,0.5,6,24.2,16.2,1.197,127.4,0.975,96,0.222,31.4,87.1,70.9,16.2,1.246,1.05,0.196,0.504,0.434,0.07,0.398,0.771,0.521,0.092,0.142,0.18,0.038,0.066,0.218
Loser,Kansas,0.6381,0.794,0.8,3,19.7,10.6,1.137,120.9,0.99,97.7,0.147,23.2,81.5,70.9,10.6,1.197,1.028,0.169,0.498,0.422,0.076,0.403,0.701,0.5,0.092,0.163,0.181,0.018,0.068,0.213
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Team,RPI,Win%,CGWin%,SOS,Last 10,Margin,OffE,AdjO,DefE,AdjD,EffM,AdjEM,PF,PA,PFAM,TrueS%,OpTS%,TS%M,FG%,OpFG%,FG%M,3P%,FT%,RB%,ST/Pos,TO/Pos,OpTO/Pos,TOM,BL%,PF/Pos
Winner,Villanova,0.6599,0.882,0.5,6,24.2,16.2,1.197,127.4,0.975,96,0.222,31.4,87.1,70.9,16.2,1.246,1.05,0.196,0.504,0.434,0.07,0.398,0.771,0.521,0.092,0.142,0.18,0.038,0.066,0.218
Loser,Michigan,0.6172,0.794,0.4,15,23.5,10.1,1.093,115.9,0.943,92.7,0.15,23.2,73.6,63.5,10.1,1.125,1.034,0.091,0.466,0.432,0.034,0.363,0.657,0.506,0.092,0.136,0.191,0.055,0.057,0.233